run_id,segment_km,segment_distance_km,cum_distance_km,elevation_gain_m,prev_km_elevation_gain,cum_elevation_gain_m,elevation_loss_m,prev_km_elevation_loss,cum_elevation_loss_m,uphill_gradient,downhill_gradient,cum_dist_elev_gain,cum_dist_elev_loss,cum_dist_prev_elev_gain,cum_dist_prev_elev_loss,cum_dist_up_grad,cum_dist_down_grad
1,1,1.0156150087298887,1.0156150087298887,9.129999999999981,0.0,9.129999999999981,2.109999999999971,0.0,2.109999999999971,8.989626897516814,2.0775588996451537,9.272565029703864,2.1429476684200357,0.0,0.0,9.129999999999981,2.109999999999971
1,2,1.021952930791426,2.0375679395213147,6.469999999999999,9.129999999999981,15.59999999999998,2.039999999999992,2.109999999999971,4.149999999999963,6.331015651561827,1.9961780416052675,13.183064568702903,4.156638596623465,18.602995287829565,4.299268352389915,12.899874516230026,4.067348379151338
1,3,0.9899060587785347,3.0274739982998495,67.54,6.469999999999999,83.13999999999999,0.14000000000000057,2.039999999999992,4.289999999999964,68.22869645159966,0.1414275614928041,204.47559384517186,0.42384635976198065,19.587756769000023,6.176046956531669,206.56060444511118,0.4281682650624175
1,4,0.9835367699592109,4.0110107682590606,28.880000000000024,67.54,112.02000000000001,11.700000000000017,0.14000000000000057,15.98999999999998,29.363416683646438,11.895844016574223,115.83799098732176,46.928825988631075,270.903667288217,0.5615415075562707,117.77698051098362,47.71435844800932
1,5,0.9786138675101221,4.989624635769182,69.18000000000004,28.880000000000024,181.20000000000005,7.969999999999999,11.700000000000017,23.95999999999998,70.69182472961889,8.144172348873406,345.1822323025122,39.76730834708038,144.1003594810141,58.37860823849952,352.7256702183835,40.636362989888916
1,6,1.0272954224437154,6.016920058212897,10.639999999999986,69.18000000000004,191.84000000000003,90.95999999999995,7.969999999999999,114.91999999999993,10.357293303896663,88.54317659045499,64.02002941938515,547.2990484950449,416.2505296271685,47.95485286395679,62.31900582900996,532.7572152449953
1,7,0.9858214170266213,7.002741475239519,0.4999999999999858,10.639999999999986,192.34000000000003,63.31,90.95999999999995,178.22999999999993,0.5071912532678154,64.22055648877262,3.50137073761966,443.343562797414,74.5091692965484,636.9693645877863,3.5517292251372425,449.7199544868904
1,8,1.032146324394035,8.034887799633553,5.019999999999953,0.4999999999999858,197.35999999999999,2.359999999999957,63.31,180.5899999999999,4.8636514817287715,2.286497509338605,40.33513675416006,18.96233520713484,4.017443899816662,508.6887465948003,39.07889395221216,18.371750941677263
1,9,0.9474610902986222,8.982348889932176,0.6200000000000045,5.019999999999953,197.98,9.250000000000014,2.359999999999957,189.83999999999992,0.6543804345617951,9.762933902736401,5.56905631175799,83.08672723187276,45.09139142745911,21.198343380239546,5.877873369979475,87.69407850372552
1,10,0.8096584384017586,9.792007328333934,1.9599999999999937,0.6200000000000045,199.94,7.52000000000001,9.250000000000014,197.35999999999993,2.420773880735406,9.287867134250172,19.19233436353445,73.63589510907128,6.0710445435670835,90.57606778708903,23.70423558040047,90.94686304316959
